job_id,title,seniority,company,industry,company_size,location,posted_date,listing_age_days,salary,salary_missing,repost_count,repost_interval_days,company_open_roles,company_closed_roles,closure_ratio,hiring_velocity,role_recycling_score,engagement_latency,status,is_ghost,listing_longevity_ratio,open_close_ratio
A2122053,UX Designer,Senior,Arch Group,Manufacturing,enterprise,"Seattle, WA",26-11-2025,94,,1,9,20,50,0,0,4.17,0.6927,27,open,1,3.1333,100
6C549CC4,Marketing Manager,Mid-level,Apex Group,Retail,startup,"Dallas, TX",18-09-2025,163,,1,5,13,28,0,0,2.33,0.9087,31,open,1,5.4333,56
C9363F3C,Operations Manager,Intern,Cipher Intelligence,Education,startup,"Austin, TX",05-06-2025,268,58305,0,5,17,30,2,0.13680132,2.5,0.8803,34,open,1,8.9333,15
86B76B80,Product Manager,Junior,Pulse Partners,Finance,startup,"Chicago, IL",15-02-2026,13,77936,0,1,39,19,23,1,1.58,0.246,2,open,0,0.4333,0.8261
E8FC14F1,Marketing Manager,Principal,Axiom Works,Logistics,startup,"Austin, TX",21-12-2025,69,160011,0,4,13,41,0,0,3.42,0.9271,29,open,1,2.3,82
0F9D6BA2,Data Scientist,Senior,Orion Works,Retail,mid,Remote,20-02-2026,8,147430,0,1,69,7,20,1,0.58,0.0211,10,closed,0,0.2667,0.35
0900738D,Business Analyst,Lead,Monolith Analytics,Media,enterprise,"Seattle, WA",19-06-2025,254,183222,0,3,19,25,2,0.08,2.08,0.7067,19,open,1,8.4667,12.5
9DC84D3D,Business Analyst,Junior,Catalyst Labs,Technology,startup,"Dallas, TX",09-02-2026,36,66006,0,2,0,9,10,1,0.75,0.19242797,8,open,0,1.2,0.9
562A068B,Platform Engineer,Director,Catalyst Studio,Logistics,startup,"Berlin, DE",30-01-2026,44,206242,0,1,0,4,6,1,0.33,0.242203331,9,closed,0,1.4667,0.6667
AA4983F1,Data Analyst,Senior,Catalyst Platforms,Media,mid,"Miami, FL",18-02-2026,10,141204,0,0,0,19,21,1,1.58,0.1983,5,open,0,0.3333,0.9048
BF04072E,Business Analyst,Mid-level,Catalyst Group,Technology,mid,"San Francisco, CA",22-02-2026,6,82580,0,1,35,5,14,1,0.42,0.3056,6,closed,0,0.2,0.3571
E35A7DB8,Cloud Architect,Intern,Helix Global,Finance,startup,"Seattle, WA",18-12-2025,72,45492,0,9,21,46,1,0.0217,3.83,0.6515,44,closed,1,2.4,46
45356CCA,ML Engineer,Director,Pulse Technologies,Media,mid,"Dallas, TX",25-10-2025,126,228578,0,7,8,54,3,0.134945181,4.5,0.8287,27,open,1,4.2,18
21462480,Cloud Architect,Lead,Apex Networks,Media,mid,"London, UK",31-01-2026,28,177863,0,0,0,7,13,1,0.58,0.2479,2,open,0,0.9333,0.5385
27B331B3,QA Engineer,Director,Axiom Studio,Technology,enterprise,"London, UK",18-05-2025,286,,1,5,8,51,3,0.0588,4.25,0.7903,18,open,1,9.5333,17
D1369514,Scrum Master,Principal,Ridge Studio,Media,enterprise,"Boston, MA",17-02-2026,11,171753,0,0,0,9,24,1,0.75,0.0103,8,closed,0,0.3667,0.375
B9F0CAEB,QA Engineer,Junior,Ridge Works,Logistics,mid,"Atlanta, GA",20-02-2026,8,75893,0,1,89,9,7,0.7778,0.75,0.255,6,closed,0,0.2667,1.2857
75306F80,Financial Analyst,Junior,Ionic Analytics,Manufacturing,enterprise,"Miami, FL",28-04-2025,306,74364,0,9,8,36,1,0.0278,3,0.9245,37,open,1,10.2,36
3513EF23,Operations Manager,Lead,Cascade Analytics,Education,mid,"Berlin, DE",14-01-2026,71,146992,0,2,0,17,8,0.4706,1.42,0.297523412,7,open,0,2.3667,2.125
16A0FDD9,Data Engineer,Senior,Vector Global,Technology,enterprise,"Miami, FL",08-02-2026,20,159262,0,0,0,6,20,1,0.5,0.1656,6,closed,0,0.6667,0.3
9D700591,Cloud Architect,Junior,Pinnacle Technologies,Retail,startup,"San Francisco, CA",23-03-2025,342,,1,6,17,17,1,0.0588,1.42,0.8473,40,open,1,11.4,17
1DF47561,Frontend Developer,Director,Kore Innovations,Consulting,startup,"Miami, FL",04-02-2026,24,194842,0,1,46,18,12,0.6667,1.5,0.1855,7,closed,0,0.8,1.5
E2FB933D,Sales Executive,Director,Forge Global,Logistics,startup,"Austin, TX",24-01-2026,45,175565,0,2,0,13,17,1,1.08,0.358253052,6,open,0,1.5,0.7647
11A5B3BA,Platform Engineer,Junior,Prism Networks,Education,enterprise,Remote,09-02-2026,19,55002,0,1,47,16,14,0.875,1.33,0.1727,1,open,0,0.6333,1.1429
CB44CBEB,Software Engineer,Lead,Cascade Technologies,Media,mid,"Los Angeles, CA",24-05-2025,280,,1,5,8,21,4,0.1905,1.75,0.8669,26,open,1,9.3333,5.25
E9D692FB,Scrum Master,Mid-level,Helix Ventures,Retail,enterprise,"Phoenix, AZ",05-02-2026,23,97030,0,0,0,10,16,1,0.83,0.0553,4,closed,0,0.7667,0.625
85CA7FBF,Technical Lead,Intern,Pulse Partners,Finance,startup,"Berlin, DE",28-01-2026,31,38367,0,0,0,18,17,0.9444,1.5,0.0597,8,closed,0,1.0333,1.0588
B198AA3A,Business Analyst,Mid-level,Lynx Intelligence,Retail,startup,"Berlin, DE",17-01-2026,42,80243,0,1,42,3,6,1,0.25,0.006,6,closed,0,1.4,0.5
0D5653FC,UX Designer,Principal,Monolith Solutions,Consulting,startup,"Miami, FL",19-05-2025,285,201164,0,10,16,48,0,0.068073769,4,0.8842,11,open,1,9.5,96
EDBCE1C9,UX Designer,Principal,Prism Labs,Manufacturing,enterprise,"Los Angeles, CA",13-02-2026,15,,1,1,52,2,15,1,0.17,0.2519,3,open,0,0.5,0.1333
2EA6C61E,Frontend Developer,Principal,Echo Analytics,Media,mid,"Los Angeles, CA",27-01-2026,32,160097,0,0,0,2,16,1,0.17,0.2665,1,open,0,1.0667,0.125
4F431010,Security Engineer,Intern,Neon Partners,Healthcare,startup,"Denver, CO",16-01-2026,72,46253,0,2,0,19,8,0.4211,1.58,0.525466804,3,closed,0,2.4,2.375
45C7C432,Sales Executive,Lead,Helix Networks,Consulting,startup,"Berlin, DE",08-02-2026,20,161646,0,0,0,7,22,1,0.58,0.2827,2,open,0,0.6667,0.3182
B9C1003F,QA Engineer,Principal,Zenith Dynamics,Healthcare,enterprise,"New York, NY",19-01-2026,40,182064,0,0,0,15,7,0.4667,1.25,0.3319,3,open,0,1.3333,2.1429
AC988757,Operations Manager,Junior,Monolith Consulting,Finance,mid,"Boston, MA",30-07-2025,213,,1,8,16,59,1,0.0169,4.92,0.9876,30,open,1,7.1,59
766E40F2,Sales Executive,Director,Forge Works,Healthcare,mid,"Atlanta, GA",30-12-2025,60,,1,5,17,24,3,0.125,2,0.8655,38,open,1,2,8
16F36C16,Security Engineer,Senior,Catalyst Platforms,Media,mid,"Dallas, TX",18-02-2026,10,136405,0,1,84,9,23,1,0.75,0.2288,4,closed,0,0.3333,0.3913
C827934F,Sales Executive,Junior,Catalyst Partners,Healthcare,startup,"New York, NY",14-01-2026,45,79116,0,1,52,14,7,0.5,1.17,0.2819,4,closed,0,1.5,2
1DEA208E,Full Stack Developer,Director,Opus Technologies,Media,startup,"Los Angeles, CA",18-01-2026,41,184841,0,1,50,6,20,1,0.5,0.3394,8,closed,0,1.3667,0.3
6067D734,Software Engineer,Principal,Helix Global,Finance,startup,"London, UK",04-12-2025,86,,1,7,21,17,0,0,1.42,0.6763,31,open,1,2.8667,34
EA77656D,Business Analyst,Senior,Iris Labs,Manufacturing,enterprise,"Atlanta, GA",09-03-2025,356,124783,0,3,14,56,4,0.0714,4.67,0.7297,23,open,1,11.8667,14
A12CFA7E,Scrum Master,Intern,Cascade Works,Logistics,startup,"San Francisco, CA",17-06-2025,256,,1,10,12,39,3,0.0769,3.25,0.7119,29,open,1,8.5333,13
62C2E33C,Full Stack Developer,Principal,Monolith Ventures,Education,enterprise,Remote,03-02-2026,25,,1,0,0,16,15,0.9375,1.33,0.1596,4,closed,0,0.8333,1.0667
1F8764BE,Security Engineer,Lead,Jade Systems,Finance,startup,"Toronto, CA",16-10-2025,135,175937,0,4,9,32,4,0.125,2.67,0.7833,43,open,1,4.5,8
387DE301,Operations Manager,Lead,Jade Systems,Finance,startup,"Dallas, TX",15-04-2025,319,142688,0,9,14,52,4,0.0769,4.33,0.9682,22,open,1,10.6333,13
5BA90E94,Site Reliability Engineer,Senior,Flux Partners,Technology,enterprise,"Austin, TX",17-01-2026,42,125493,0,1,34,6,5,0.8333,0.5,0.2875,6,closed,0,1.4,1.2
D9E7373C,Operations Manager,Director,Blaze Capital,Healthcare,enterprise,"Boston, MA",21-01-2026,38,184159,0,1,30,7,23,1,0.58,0.0194,4,closed,0,1.2667,0.3043
5B8878EC,Data Analyst,Mid-level,Monolith Partners,Manufacturing,startup,"Phoenix, AZ",20-01-2026,39,,1,1,36,17,20,1,1.42,0.2447,4,open,0,1.3,0.85
6555AF41,HR Generalist,Mid-level,Synapse Collective,Manufacturing,startup,"Chicago, IL",10-05-2025,294,,1,3,7,45,3,0.0667,3.75,0.8216,38,open,1,9.8,15
5FB066DE,Software Engineer,Mid-level,Monolith Ventures,Education,enterprise,"Boston, MA",27-02-2026,1,91202,0,1,64,6,7,1,0.5,0.0784,6,open,0,0.0333,0.8571
CEBC6B01,Scrum Master,Principal,Stellar Solutions,Consulting,startup,"Miami, FL",18-01-2026,41,190823,0,1,50,5,12,1,0.42,0.0276,8,closed,0,1.3667,0.4167
954E4FE0,Scrum Master,Junior,Echo Innovations,Education,startup,"Phoenix, AZ",02-08-2025,210,,1,6,13,26,4,0.1538,2.17,0.8315,16,open,1,7,6.5
56449405,Scrum Master,Lead,Catalyst Labs,Technology,startup,"Austin, TX",24-02-2026,22,145376,0,2,0,10,24,1,0.83,0.124594355,4,closed,0,0.7333,0.4167
0F543ED2,Site Reliability Engineer,Intern,Monolith Studio,Retail,mid,"Atlanta, GA",27-09-2025,154,,1,5,14,35,1,0.0286,2.92,0.7324,27,closed,1,5.1333,35
9F49886F,Software Engineer,Lead,Pulse Technologies,Media,mid,"San Francisco, CA",25-07-2025,218,,1,11,17,22,4,0.1818,1.83,0.9851,43,open,1,7.2667,5.5
8A8909A1,Operations Manager,Director,Echo Analytics,Media,mid,"Toronto, CA",15-01-2026,44,181859,0,1,39,5,20,1,0.42,0.2448,7,open,0,1.4667,0.25
D9EDFCE1,Platform Engineer,Principal,Pulse Partners,Finance,startup,"Dallas, TX",23-01-2026,36,172658,0,0,0,11,19,1,0.92,0.0738,7,open,0,1.2,0.5789
611250F4,QA Engineer,Intern,Helix Labs,Media,mid,"Chicago, IL",19-01-2026,40,41652,0,1,55,7,9,1,0.58,0.1469,1,closed,0,1.3333,0.7778
9676FC80,Frontend Developer,Intern,Pulse Technologies,Media,mid,"Toronto, CA",24-09-2025,157,,1,7,7,23,3,0.1304,1.92,0.9653,20,open,1,5.2333,7.6667
E3640984,QA Engineer,Director,Cipher Intelligence,Education,startup,"Seattle, WA",29-12-2025,61,239178,0,7,18,34,4,0.1176,2.83,0.8063,40,open,1,2.0333,8.5
1F45FF0E,Technical Lead,Principal,Catalyst Partners,Healthcare,startup,"Boston, MA",10-02-2026,18,,1,1,45,16,10,0.625,1.33,0.3102,7,open,0,0.6,1.6
98DCE839,Full Stack Developer,Director,Prism Analytics,Education,startup,"Los Angeles, CA",25-02-2026,3,200989,0,1,73,2,6,1,0.17,0.0647,8,open,0,0.1,0.3333
633B9A53,Frontend Developer,Director,Titan Partners,Technology,enterprise,"Chicago, IL",02-02-2026,26,201012,0,0,0,17,10,0.5882,1.42,0.0693,10,open,0,0.8667,1.7
0BE6D8B9,Frontend Developer,Principal,Helix Intelligence,Retail,enterprise,"Boston, MA",11-02-2026,17,185001,0,1,47,8,15,1,0.67,0.2247,6,closed,0,0.5667,0.5333
0871ECE5,Product Manager,Director,Prism Networks,Education,enterprise,"Dallas, TX",30-01-2026,29,,1,1,61,2,22,1,0.17,0.1074,8,open,0,0.9667,0.0909
D895BA18,Data Engineer,Junior,Luminary Intelligence,Media,mid,"Chicago, IL",15-02-2026,13,77160,0,1,49,15,23,1,1.25,0.0122,4,closed,0,0.4333,0.6522
C38372F0,Frontend Developer,Director,Jade Systems,Finance,startup,"Los Angeles, CA",07-08-2025,205,248825,0,5,20,25,4,0.16,2.08,0.8542,10,open,1,6.8333,6.25
42F9FAE9,UX Designer,Lead,Monolith Solutions,Consulting,startup,"Berlin, DE",21-08-2025,191,,1,10,11,38,3,0.0789,3.17,0.7554,31,open,1,6.3667,12.6667
E0841CDE,Full Stack Developer,Principal,Blaze Capital,Healthcare,enterprise,"Austin, TX",25-02-2026,3,196563,0,1,36,5,18,1,0.42,0.1259,10,open,0,0.1,0.2778
01BBA345,Security Engineer,Intern,Vertex Consulting,Finance,startup,"Atlanta, GA",14-01-2026,45,56903,0,0,0,15,18,1,1.25,0.1477,2,open,0,1.5,0.8333
D5D44A94,Technical Lead,Director,Nexus Dynamics,Media,mid,"Atlanta, GA",14-12-2025,76,,1,8,8,24,0,0,2,0.675,40,open,1,2.5333,48
E8EFDB1E,Sales Executive,Junior,Catalyst Capital,Retail,enterprise,Remote,19-02-2026,9,,1,0,0,9,5,0.5556,0.75,0.1983,5,open,0,0.3,1.8
D8344931,Data Engineer,Senior,Ionic Partners,Retail,mid,"London, UK",19-02-2026,30,138891,0,1,0,16,8,0.5,1.33,0.517551821,9,open,0,1,2
E46A5206,DevOps Engineer,Mid-level,Vector Global,Technology,enterprise,"Atlanta, GA",16-01-2026,43,93200,0,0,0,7,8,1,0.58,0.2483,10,closed,0,1.4333,0.875
F656E5DD,Software Engineer,Intern,Neon Studio,Media,enterprise,"Berlin, DE",27-01-2026,32,51263,0,1,61,8,25,1,0.67,0.0217,7,open,0,1.0667,0.32
E64F3446,Site Reliability Engineer,Intern,Catalyst Platforms,Media,mid,Remote,14-02-2026,14,,1,0,0,15,8,0.5333,1.25,0.0991,2,closed,0,0.4667,1.875
818443B9,Site Reliability Engineer,Intern,Axiom Studio,Technology,enterprise,"Dallas, TX",06-11-2025,114,,1,9,7,20,3,0.15,1.67,0.8657,29,open,1,3.8,6.6667
75BE8317,Data Analyst,Senior,Vector Global,Technology,enterprise,"San Francisco, CA",20-01-2026,39,132591,0,0,0,3,24,1,0.25,0.3193,6,open,0,1.3,0.125
AE8C773A,Sales Executive,Senior,Orion Networks,Media,enterprise,"Phoenix, AZ",12-04-2025,322,124660,0,8,11,52,4,0.0769,4.33,0.758,31,open,1,10.7333,13
F2EE4C63,Frontend Developer,Lead,Pulse Studio,Consulting,startup,"Toronto, CA",21-01-2026,38,172790,0,0,0,10,19,1,0.83,0.0587,8,open,0,1.2667,0.5263
522940AB,Security Engineer,Mid-level,Catalyst Studio,Logistics,startup,"Austin, TX",18-06-2025,255,,1,3,9,43,1,0.0233,3.58,0.7757,15,open,1,8.5,43
A172FE03,Security Engineer,Principal,Axiom Labs,Logistics,enterprise,"Dallas, TX",26-11-2025,94,178101,0,4,13,50,3,0.06,4.17,0.971,10,open,1,3.1333,16.6667
91700ED4,Software Engineer,Intern,Catalyst Studio,Logistics,startup,"Boston, MA",25-11-2025,95,40591,0,9,15,41,2,0.0488,3.42,0.7811,18,open,1,3.1667,20.5
25236C3E,Security Engineer,Intern,Monolith Consulting,Finance,mid,"Seattle, WA",15-07-2025,228,,1,4,15,58,3,0.0517,4.83,0.7667,19,open,1,7.6,19.3333
5DD413B2,Security Engineer,Junior,Quantum Solutions,Finance,enterprise,"Denver, CO",09-11-2025,111,,1,9,21,32,4,0.222586873,2.67,0.8311,31,open,1,3.7,8
6F8B6D5E,UX Designer,Junior,Quantum Solutions,Finance,enterprise,"Dallas, TX",07-03-2025,358,,1,3,14,47,4,0.0851,3.92,0.8136,36,open,1,11.9333,11.75
297049C1,Software Engineer,Senior,Ridge Systems,Retail,enterprise,"Seattle, WA",18-01-2026,41,123879,0,1,70,15,11,0.7333,1.25,0.0694,8,open,0,1.3667,1.3636
DB767849,Marketing Manager,Junior,Synapse Global,Media,enterprise,"San Francisco, CA",06-09-2025,175,58314,0,5,9,19,2,0.1053,1.58,0.8817,18,open,1,5.8333,9.5
669EF45C,Platform Engineer,Director,Pulse Studio,Consulting,startup,"Phoenix, AZ",18-01-2026,41,206637,0,0,0,16,17,1,1.33,0.012,5,closed,0,1.3667,0.9412
B204DDE1,Platform Engineer,Lead,Apex Group,Retail,startup,"Denver, CO",08-04-2025,326,148194,0,10,13,25,1,0.04,2.08,0.8817,15,open,1,10.8667,25
70025D55,Data Analyst,Principal,Helix Studio,Media,startup,"Phoenix, AZ",21-01-2026,38,164925,0,0,0,7,8,1,0.58,0.012,2,closed,0,1.2667,0.875
FD568886,Platform Engineer,Senior,Pulse Studio,Consulting,startup,"Denver, CO",23-01-2026,36,137989,0,0,0,14,11,0.7857,1.17,0.0066,2,open,0,1.2,1.2727
180CB476,Frontend Developer,Director,Monolith Solutions,Consulting,startup,"Berlin, DE",16-01-2026,68,228504,0,2,87,16,22,1,1.33,0.406824306,4,open,0,2.2667,0.7273
948386DB,Operations Manager,Lead,Vortex Networks,Consulting,enterprise,"San Francisco, CA",21-01-2026,38,179246,0,1,67,18,21,1,1.5,0.1071,6,closed,0,1.2667,0.8571
5D2D4880,Data Scientist,Intern,Catalyst Studio,Logistics,startup,"Seattle, WA",09-02-2026,46,54657,0,2,76,5,6,1,0.42,0.350692048,9,closed,0,1.5333,0.8333
C4DE0277,Frontend Developer,Director,Monolith Analytics,Media,enterprise,"Chicago, IL",21-10-2025,130,247684,0,7,7,56,3,0.0536,4.67,0.899,43,open,1,4.3333,18.6667
70A4C22B,Full Stack Developer,Senior,Pulse Technologies,Media,mid,"Boston, MA",03-09-2025,178,140695,0,6,9,54,2,0.037,4.5,0.8949,31,open,1,5.9333,27
4774E987,Product Manager,Mid-level,Helix Intelligence,Retail,enterprise,"London, UK",19-02-2026,9,98471,0,1,55,12,22,1,1,0.106,1,open,0,0.3,0.5455
80FB74F0,Technical Lead,Lead,Nova Dynamics,Technology,enterprise,"Dallas, TX",25-01-2026,34,148798,0,0,0,10,15,1,0.83,0.2135,1,closed,0,1.1333,0.6667
8D494F2D,Cloud Architect,Director,Ionic Partners,Retail,mid,"Seattle, WA",26-08-2025,186,,1,4,8,32,1,0.0312,2.67,0.9089,30,open,1,6.2,32
7EEFD7E6,Financial Analyst,Junior,Titan Partners,Technology,enterprise,Remote,16-02-2026,12,70577,0,0,0,15,18,1,1.25,0.2716,10,open,0,0.4,0.8333
9B588D9A,Data Analyst,Mid-level,Opus Consulting,Education,mid,"Dallas, TX",15-01-2026,44,,1,1,87,6,8,1,0.5,0.3369,9,closed,0,1.4667,0.75
A84EF2AA,ML Engineer,Principal,Neon Digital,Consulting,enterprise,"Phoenix, AZ",26-12-2025,64,170939,0,10,19,29,4,0.262589548,2.42,0.9277,40,open,1,2.1333,7.25
1F379389,Data Scientist,Junior,Pulse Technologies,Media,mid,"San Francisco, CA",08-12-2025,82,,1,9,14,29,4,0.1379,2.42,0.699,28,open,1,2.7333,7.25
CD3F2290,Data Analyst,Intern,Titan Partners,Technology,enterprise,"London, UK",28-01-2026,31,36487,0,1,47,20,6,0.3,1.67,0.2412,1,open,0,1.0333,3.3333
E1E98DE1,Marketing Manager,Principal,Vortex Networks,Consulting,enterprise,"Berlin, DE",11-02-2026,17,197506,0,1,41,5,16,1,0.42,0.1907,2,closed,0,0.5667,0.3125
088EFB28,Financial Analyst,Lead,Catalyst Partners,Healthcare,startup,"Chicago, IL",03-02-2026,25,178911,0,0,0,11,17,1,0.92,0.2143,1,closed,0,0.8333,0.6471
906A95F9,Cloud Architect,Senior,Synapse Collective,Manufacturing,startup,Remote,26-11-2025,94,152751,0,10,13,45,4,0.0889,3.75,0.6953,30,open,1,3.1333,11.25
F8A246EF,Site Reliability Engineer,Mid-level,Catalyst Partners,Healthcare,startup,"Seattle, WA",19-02-2026,9,,1,0,0,11,8,0.7273,0.92,0.0096,7,closed,0,0.3,1.375
4E48731C,Business Analyst,Senior,Nexus Dynamics,Media,mid,"Seattle, WA",12-11-2025,108,,1,8,13,35,2,0.0571,2.92,0.8904,40,open,1,3.6,17.5
4D0B91FB,Security Engineer,Lead,Synapse Collective,Manufacturing,startup,Remote,18-01-2026,53,,1,2,0,6,18,1,0.5,0.331302136,1,closed,0,1.7667,0.3333
867C374C,Software Engineer,Junior,Pulse Technologies,Media,mid,"Miami, FL",20-12-2025,70,,1,12,19,22,2,0.0909,1.83,0.915,15,open,1,2.3333,11
55562B3F,Data Analyst,Senior,Zenith Studio,Consulting,enterprise,"Seattle, WA",24-01-2026,35,154888,0,0,0,4,22,1,0.33,0.178,10,closed,0,1.1667,0.1818
8B8A46EB,QA Engineer,Junior,Helix Works,Consulting,mid,"Dallas, TX",29-11-2025,91,,1,7,10,49,0,0,4.08,0.6859,45,open,1,3.0333,98
8981F3F2,Technical Lead,Lead,Synapse Collective,Manufacturing,startup,"Seattle, WA",01-03-2025,364,,1,9,7,46,0,0.058537475,3.83,0.8369,23,open,1,12.1333,92
D431FF4D,Product Manager,Senior,Neon Digital,Consulting,enterprise,"San Francisco, CA",28-01-2026,55,153964,0,1,0,18,9,0.5,1.5,0.305834717,1,closed,0,1.8333,2
5A2EB613,HR Generalist,Lead,Zenith Dynamics,Healthcare,enterprise,"Seattle, WA",14-01-2026,45,169262,0,0,0,4,20,1,0.33,0.2889,7,closed,0,1.5,0.2
8B51D741,UX Designer,Mid-level,Meridian Capital,Retail,mid,"London, UK",03-06-2025,270,,1,8,7,57,1,0.0175,4.75,0.8574,14,open,1,9,57
D0E17338,Platform Engineer,Senior,Ionic Analytics,Manufacturing,enterprise,"Phoenix, AZ",19-09-2025,162,,1,9,21,29,0,0,2.42,0.669,37,open,1,5.4,58
7FDFF01D,Technical Lead,Director,Prism Labs,Manufacturing,enterprise,"Dallas, TX",11-02-2026,17,,1,0,0,15,9,0.6,1.25,0.0178,8,closed,0,0.5667,1.6667
7E61A725,ML Engineer,Senior,Ionic Group,Finance,mid,"Atlanta, GA",18-01-2026,41,153347,0,1,89,2,23,1,0.17,0.2475,3,open,0,1.3667,0.087
9C1B87C2,Software Engineer,Principal,Orion Systems,Healthcare,enterprise,"Berlin, DE",24-08-2025,188,206178,0,6,16,43,1,0.0233,3.58,0.9143,44,open,1,6.2667,43
C5CE475B,Data Engineer,Intern,Monolith Partners,Manufacturing,startup,"Boston, MA",23-02-2026,5,52370,0,0,0,16,15,0.9375,1.33,0.2472,1,closed,0,0.1667,1.0667
2015A67C,Scrum Master,Principal,Zenith Dynamics,Healthcare,enterprise,"London, UK",19-02-2026,9,204215,0,1,43,16,14,0.875,1.33,0.1157,10,closed,0,0.3,1.1429
28D6A6BF,Sales Executive,Senior,Helix Ventures,Retail,enterprise,"Dallas, TX",19-01-2026,40,145521,0,0,0,4,18,1,0.33,0.3113,3,closed,0,1.3333,0.2222
310F469C,Data Engineer,Principal,Flux Studio,Finance,enterprise,"Seattle, WA",31-01-2026,28,204356,0,1,45,12,10,0.8333,1,0.3295,7,closed,0,0.9333,1.2
A1AF9C9F,Operations Manager,Lead,Prism Networks,Education,enterprise,"Miami, FL",23-02-2026,5,162873,0,0,0,6,21,1,0.5,0.1556,3,closed,0,0.1667,0.2857
685C0953,Technical Lead,Principal,Grid Systems,Retail,mid,"Chicago, IL",18-06-2025,255,,1,11,20,42,1,0.0238,3.5,0.7518,17,open,1,8.5,42
BEB0B590,ML Engineer,Intern,Forge Dynamics,Finance,startup,"Los Angeles, CA",24-02-2026,4,43294,0,1,62,10,9,0.9,0.83,0.0716,4,open,0,0.1333,1.1111
77493CC1,DevOps Engineer,Junior,Cipher Intelligence,Education,startup,"New York, NY",06-03-2025,359,,1,11,9,40,3,0.075,3.33,0.7126,22,open,1,11.9667,13.3333
BB5EB1E2,Product Manager,Principal,Forge Dynamics,Finance,startup,"Chicago, IL",07-02-2026,21,176864,0,1,53,15,10,0.6667,1.25,0.0608,7,open,0,0.7,1.5
18757773,Security Engineer,Junior,Neon Digital,Consulting,enterprise,Remote,25-01-2026,55,,1,1,0,3,8,1,0.25,0.438649402,1,closed,0,1.8333,0.375
84651589,DevOps Engineer,Mid-level,Helix Ventures,Retail,enterprise,"Dallas, TX",17-02-2026,11,110343,0,1,50,18,18,1,1.5,0.2464,9,closed,0,0.3667,1
6B2BD00D,Platform Engineer,Director,Pulse Studio,Consulting,startup,"Chicago, IL",25-01-2026,34,194234,0,1,32,4,15,1,0.33,0.1337,2,open,0,1.1333,0.2667
6B58820D,Software Engineer,Mid-level,Horizon Collective,Logistics,startup,"Dallas, TX",15-02-2026,13,112780,0,1,56,16,6,0.375,1.33,0.1749,6,open,0,0.4333,2.6667
B1018EC3,Full Stack Developer,Senior,Ridge Consulting,Retail,enterprise,"San Francisco, CA",19-02-2026,9,115903,0,1,66,2,18,1,0.17,0.0858,7,open,0,0.3,0.1111
4B5A2AFD,QA Engineer,Junior,Ionic Partners,Retail,mid,"Berlin, DE",25-03-2025,340,66242,0,7,10,32,3,0.0938,2.67,0.7144,37,open,1,11.3333,10.6667
2F243FFE,Backend Developer,Lead,Stellar Solutions,Consulting,startup,"Los Angeles, CA",18-02-2026,10,150193,0,1,30,19,13,0.6842,1.58,0.1253,10,closed,0,0.3333,1.4615
163923BD,Data Engineer,Principal,Synapse Collective,Manufacturing,startup,"London, UK",27-01-2026,44,170613,0,1,0,19,18,0.9474,1.58,0.223908774,6,open,0,1.4667,1.0556
3BD72B5C,ML Engineer,Director,Monolith Consulting,Finance,mid,"Dallas, TX",16-04-2025,318,225538,0,4,21,23,1,0.0435,1.92,0.9538,42,open,1,10.6,23
1B63B559,Site Reliability Engineer,Senior,Nova Dynamics,Technology,enterprise,"London, UK",03-02-2026,25,,1,0,0,2,22,1,0.17,0.0663,7,closed,0,0.8333,0.0909
590C344F,Site Reliability Engineer,Senior,Quark Solutions,Media,enterprise,"Seattle, WA",07-11-2025,113,119726,0,6,15,59,3,0.0508,4.92,0.6583,31,open,1,3.7667,19.6667
DC477639,Data Engineer,Director,Pulse Partners,Finance,startup,"Phoenix, AZ",01-02-2026,27,188145,0,1,64,3,13,1,0.25,0.0475,3,open,0,0.9,0.2308
DD000548,Marketing Manager,Intern,Pulse Partners,Finance,startup,"Toronto, CA",26-02-2026,2,45230,0,1,35,3,10,1,0.25,0.2397,3,closed,0,0.0667,0.3
83C5A8A6,Backend Developer,Director,Orion Networks,Media,enterprise,"Seattle, WA",19-08-2025,193,181202,0,6,14,38,2,0.0526,3.17,0.7736,39,closed,1,6.4333,19
B9D9F4D2,Sales Executive,Director,Cascade Analytics,Education,mid,"London, UK",08-11-2025,112,,1,4,14,53,0,0,4.42,0.7417,21,open,1,3.7333,106
425F8642,Technical Lead,Director,Echo Innovations,Education,startup,"Atlanta, GA",01-06-2025,272,187524,0,3,7,49,4,0.0816,4.08,0.718,29,open,1,9.0667,12.25
0561CD6F,Full Stack Developer,Principal,Flux Innovations,Consulting,startup,"Toronto, CA",18-01-2026,41,195866,0,1,79,7,11,1,0.58,0.2592,6,closed,0,1.3667,0.6364
30C21A28,Technical Lead,Junior,Prism Labs,Manufacturing,enterprise,"Boston, MA",12-02-2026,16,71581,0,0,0,15,6,0.4,1.25,0.2842,9,open,0,0.5333,2.5
1C8DADEB,Site Reliability Engineer,Lead,Jade Innovations,Technology,startup,"Phoenix, AZ",16-02-2026,37,151281,0,2,0,4,5,1,0.33,0.324863334,10,closed,0,1.2333,0.8
7EF8FBBC,Backend Developer,Intern,Vector Analytics,Finance,mid,"Phoenix, AZ",20-07-2025,223,,1,12,10,16,2,0.125,1.33,0.8353,24,closed,1,7.4333,8
